"PFSQ5.Mean","PFSQ5.Median","PFSQ5.Min","PFSQ5.SD","PFSQ17.Mean","PFSQ17.Median","PFSQ17.Min","PFSQ17.SD","PFSQ18.Mean","PFSQ18.Median","PFSQ18.Min","PFSQ18.SD","PFSQ20.Mean","PFSQ20.Median","PFSQ20.Min","PFSQ20.SD","PFSQ24.Mean","PFSQ24.Median","PFSQ24.Min","PFSQ24.SD","PFSQ26.Mean","PFSQ26.Median","PFSQ26.Min","PFSQ26.SD"
3.68023255813953,4,1,1.11715174250228,3.49418604651163,4,1,1.00581405175348,2.67441860465116,3,1,1.22299469920017,3.93604651162791,4,1,0.780974468616635,3.88888888888889,4,1,1.04849721279017,3.63953488372093,4,1,0.890663603021236
